800001,1
800002,0
800003,0
800004,0
800005,0
800006,1
800007,0
800008,0
800009,0
800010,0
800011,0
800012,0
800013,0
800014,0
800015,0
800016,0
800017,1
800018,0
800019,0
800020,0
800021,0
800022,0
800023,0
800024,0
800025,0
800026,0
800027,0
800028,0
800029,0
800030,0
800031,0
800032,0
800033,1
800034,1
800035,0
800036,0
800037,0
800038,0
800039,0
800040,0
800041,0
800042,0
800043,0
800044,0
800045,0
800046,0
800047,0
800048,0
800049,0
800050,0
800051,0
800052,0
800053,0
800054,1
800055,0
800056,0
800057,0
800058,0
800059,0
800060,0
800061,0
800062,0
800063,0
800064,0
800065,0
800066,0
800067,1
800068,0
800069,0
800070,0
800071,0
800072,0
800073,0
800074,0
800075,0
800076,0
800077,0
800078,0
800079,0
800080,0
800081,0
800082,1
800083,0
800084,0
800085,0
800086,0
800087,0
800088,0
800089,0
800090,0
800091,0
800092,0
800093,1
800094,0
800095,0
800096,0
800097,1
800098,0
800099,0
800100,0
800101,0
800102,0
800103,0
800104,0
800105,0
800106,0
800107,1
800108,0
800109,0
800110,1
800111,0
800112,0
800113,0
800114,0
800115,0
800116,0
800117,0
800118,0
800119,0
800120,0
800121,0
800122,0
800123,0
800124,1
800125,0
800126,0
800127,0
800128,0
800129,0
800130,0
800131,0
800132,0
800133,0
800134,0
800135,0
800136,0
800137,0
800138,0
800139,0
800140,0
800141,0
800142,0
800143,0
800144,0
800145,0
800146,0
800147,0
800148,0
800149,0
800150,0
800151,0
800152,0
800153,0
800154,0
800155,0
800156,0
800157,0
800158,0
800159,0
800160,0
800161,0
800162,0
800163,0
800164,0
800165,0
800166,0
800167,0
800168,0
800169,0
800170,0
800171,0
800172,1
800173,0
800174,0
800175,0
800176,0
800177,0
800178,0
800179,1
800180,0
800181,0
800182,0
800183,0
800184,0
800185,0
800186,0
800187,0
800188,0
800189,1
800190,0
800191,0
800192,0
800193,0
800194,1
800195,0
800196,0
800197,0
800198,0
800199,0
800200,0
800201,1
800202,0
800203,0
800204,0
800205,0
800206,0
800207,0
800208,0
800209,0
800210,0
800211,0
800212,0
800213,0
800214,0
800215,0
800216,0
800217,0
800218,0
800219,0
800220,0
800221,0
800222,1
800223,1
800224,0
800225,0
800226,0
800227,0
800228,0
800229,0
800230,1
800231,0
800232,0
800233,0
800234,1
800235,0
800236,0
800237,0
800238,0
800239,0
800240,0
800241,0
800242,0
800243,0
800244,0
800245,0
800246,0
800247,0
800248,0
800249,0
800250,0
800251,0
800252,0
800253,0
800254,0
800255,0
800256,0
800257,0
800258,0
800259,0
800260,0
800261,0
800262,0
800263,1
800264,1
800265,0
800266,0
800267,0
800268,0
800269,0
800270,0
800271,0
800272,0
800273,0
800274,0
800275,0
800276,0
800277,0
800278,0
800279,0
800280,0
800281,0
800282,0
800283,0
800284,0
800285,0
800286,1
800287,0
800288,0
800289,0
800290,1
800291,0
800292,0
800293,1
800294,0
800295,0
800296,0
800297,0
800298,1
800299,1
800300,0
800301,0
800302,0
800303,0
800304,0
800305,0
800306,0
800307,0
800308,0
800309,0
800310,0
800311,1
800312,0
800313,0
800314,0
800315,0
800316,0
800317,1
800318,0
800319,0
800320,0
800321,0
800322,0
800323,1
800324,0
800325,0
800326,1
800327,1
800328,0
800329,0
800330,0
800331,0
800332,0
800333,0
800334,0
800335,1
800336,0
800337,1
800338,0
800339,0
800340,0
800341,1
800342,0
800343,0
800344,0
800345,0
800346,1
800347,0
800348,0
800349,0
800350,0
800351,0
800352,0
800353,0
800354,0
800355,0
800356,0
800357,0
800358,0
800359,0
800360,0
800361,0
800362,0
800363,0
800364,0
800365,0
800366,0
800367,0
800368,0
800369,0
800370,0
800371,0
800372,0
800373,0
800374,0
800375,0
800376,0
800377,1
800378,0
800379,0
800380,0
800381,0
800382,0
800383,0
800384,0
800385,0
800386,0
800387,0
800388,0
800389,0
800390,0
800391,0
800392,0
800393,0
800394,0
800395,0
800396,0
800397,0
800398,0
800399,0
800400,0
800401,0
800402,0
800403,0
800404,0
800405,0
800406,0
800407,1
800408,0
800409,0
800410,1
800411,0
800412,0
800413,0
800414,0
800415,0
800416,0
800417,0
800418,0
800419,0
800420,0
800421,0
800422,0
800423,0
800424,0
800425,0
800426,0
800427,1
800428,0
800429,1
800430,0
800431,0
800432,0
800433,0
800434,0
800435,0
800436,0
800437,0
800438,0
800439,0
800440,1
800441,0
800442,0
800443,1
800444,0
800445,0
800446,0
800447,0
800448,0
800449,0
800450,0
800451,0
800452,0
800453,0
800454,0
800455,0
800456,0
800457,0
800458,0
800459,0
800460,0
800461,0
800462,0
800463,0
800464,0
800465,0
800466,0
800467,0
800468,0
800469,0
800470,0
800471,0
800472,0
800473,0
800474,0
800475,1
800476,0
800477,0
800478,0
800479,0
800480,0
800481,0
800482,0
800483,0
800484,0
800485,0
800486,0
800487,0
800488,1
800489,0
800490,0
800491,0
800492,0
800493,1
800494,0
800495,0
800496,0
800497,1
800498,0
800499,0
800500,0
800501,0
800502,0
800503,0
800504,0
800505,0
800506,0
800507,0
800508,0
800509,1
800510,0
800511,0
800512,0
800513,0
800514,0
800515,0
800516,0
800517,0
800518,1
800519,0
800520,0
800521,1
800522,0
800523,1
800524,0
800525,0
800526,0
800527,1
800528,0
800529,0
800530,0
800531,0
800532,0
800533,0
800534,0
800535,0
800536,1
800537,0
800538,0
800539,0
800540,0
800541,0
800542,0
800543,1
800544,0
800545,0
800546,0
800547,0
800548,0
800549,0
800550,0
800551,0
800552,0
800553,0
800554,0
800555,0
800556,0
800557,0
800558,1
800559,0
800560,0
800561,0
800562,0
800563,0
800564,0
800565,0
800566,0
800567,1
800568,0
800569,0
800570,0
800571,0
800572,0
800573,0
800574,0
800575,0
800576,0
800577,0
800578,0
800579,0
800580,0
800581,0
800582,0
800583,0
800584,0
800585,0
800586,0
800587,1
800588,0
800589,0
800590,0
800591,0
800592,0
800593,0
800594,0
800595,0
800596,0
800597,0
800598,0
800599,0
800600,0
800601,0
800602,0
800603,0
800604,0
800605,0
800606,0
800607,1
800608,0
800609,0
800610,0
800611,0
800612,0
800613,0
800614,0
800615,1
800616,0
800617,0
800618,1
800619,0
800620,0
800621,0
800622,0
800623,0
800624,0
800625,0
800626,0
800627,0
800628,0
800629,0
800630,0
800631,0
800632,0
800633,1
800634,0
800635,0
800636,0
800637,0
800638,0
800639,0
800640,0
800641,0
800642,0
800643,0
800644,0
800645,1
800646,1
800647,0
800648,0
800649,0
800650,0
800651,0
800652,0
800653,0
800654,0
800655,0
800656,0
800657,0
800658,0
800659,0
800660,0
800661,1
800662,0
800663,0
800664,0
800665,0
800666,0
800667,0
800668,0
800669,0
800670,0
800671,0
800672,0
800673,0
800674,1
800675,0
800676,0
800677,0
800678,0
800679,0
800680,0
800681,0
800682,0
800683,0
800684,0
800685,0
800686,0
800687,0
800688,0
800689,0
800690,0
800691,1
800692,0
800693,0
800694,1
800695,0
800696,0
800697,0
800698,0
800699,0
800700,0
800701,0
800702,0
800703,0
800704,0
800705,0
800706,0
800707,0
800708,0
800709,0
800710,0
800711,0
800712,0
800713,0
800714,0
800715,0
800716,0
800717,0
800718,0
800719,0
800720,1
800721,0
800722,0
800723,0
800724,0
800725,0
800726,0
800727,0
800728,0
800729,1
800730,0
800731,0
800732,0
800733,0
800734,0
800735,0
800736,0
800737,0
800738,0
